89,112,2015   ,Beca Idiomas - Frances,Beca Frances,Becas Especiales,300,12,,24/07/2015,21/08/2015,19/08/2015,23/12/2015,24/07/2015,14/10/2015,,30,RDE N° 328-2015-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:22
90,116,2015-03,Beca Especialización en Pedagogía para Docentes Nombrados en Instituciones Educativas Públicas en la Especialidad de Inglés,Beca Docente Internacional,Beca Docente,16,1,31/12/2015,21/09/2015,27/09/2015,28/09/2015,05/11/2015,21/09/2015,07/10/2015,,55,RDE N° 409-2015-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:22
91,117,2016-01,Beca Alianza del Pacífico (Peruanos en el extranjero),Beca Alianza del Pacifico ,Beca Alianza del Pacífico Internacional,100,1,,25/09/2015,23/12/2015,25/09/2015,30/10/2015,25/09/2015,23/12/2015,,,,14/04/2026 14:01:22
92,120,2016-1 ,Credito 18 :,Credito 18,CRÉDITO 18,,1,,05/10/2015,16/03/2016,30/10/2015,10/05/2016,10/05/2016,20/12/2016,,,,14/04/2026 14:01:22
93,121,2016   ,Beca Especialización en Pedagogía para Acompañantes Pedagógicos de Educación Intercultural Bilingue,Beca Docente Internacional,Beca Docente,100,1,31/12/2015,17/12/2015,27/12/2015,28/12/2015,30/12/2015,19/12/2015,14/01/2016,,55,RDE N° 570-2015-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:22
94,122,2016   ,Beca Perú,Beca Peru,Beca Peru,147,2,,09/12/2015,09/01/2016,24/12/2015,19/01/2016,30/11/2015,25/01/2016,16,29,RDE N° 539-2015-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:22
95,125,2016   ,Beca Idiomas - Ingles,Beca Ingles,Becas Especiales,200,2,,15/12/2015,29/01/2016,01/02/2016,12/02/2016,15/12/2015,23/03/2016,0,30,RDE N° 618-2015-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:22
96,126,2016   ,Beca 18 Ordinaria,Modalidad Ordinaria,Beca Ordinario,5000,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,29/02/2016,31/12/2015,21/11/2016,,22,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:22
97,127,2016   ,Beca 18 Albergue,Albergue,Becas Albergue,,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,29/02/2016,31/12/2015,21/11/2016,,22,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:22
98,128,2016   ,Beca 18 REPARED,Repared,Beca Reparaciones,,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,29/02/2016,31/12/2015,21/11/2016,,40,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:22
99,129,2016   ,Beca 18 VRAEM,VRAEM,Beca VRAEM,,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,29/02/2016,31/12/2015,21/11/2016,,22,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:22
100,130,2016   ,Beca 18 Huallaga,Huallaga,Becas Huallaga,,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,29/02/2016,31/12/2015,21/11/2016,,22,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:22
301,392,2023   ,Beca de Continuidad de Estudios de Educación Superior - Convocatoria 2023,Beca Continuidad de Estudios,Beca de Permanencia,,,,,,,,,,,,RDE N° 112-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
302,396,2024   ,Beca 18 Ordinaria,Modalidad Ordinaria,Beca Ordinario,6900,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
303,397,2024   ,Beca Protección,Albergue,Becas Albergue,230,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
304,398,2024   ,Beca REPARED,Repared,Beca Reparaciones,1100,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
305,399,2024   ,Beca VRAEM,VRAEM,Beca VRAEM,280,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
306,400,2024   ,Beca Huallaga,Huallaga,Becas Huallaga,280,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
307,401,2024   ,Beca FFAA,Licenciados FFAA,Beca FFAA,280,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
308,402,2024   ,Beca EIB,Educación Intercultural Bilingüe,Becas EIB,200,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
309,403,2024   ,Beca CNA y Poblaciones Afroperuanas,Comunidades Nativas,Becas CNA,730,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
310,408,2024   ,Beca de Excelencia Académica para Hijos de Docentes - Convocatoria 2024,Beca Excelencia Academica,Beca Excelencia Académica para hijos de docentes,400,,,,,,,,,,,RDE N° 021-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
311,414,2024   ,Plataforma de Movilidad Estudiantil y Académica de la Alianza del Pacífico 2024,Beca Alianza del Pacifico ,Beca Alianza del Pacífico,,,,,,,,,,,,RDE N° 041-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
312,417,2024   ,Beca de Gestión de la Cooperación Nacional - Beca Perú - Convocatoria 2024,Beca Peru,Beca Peru,,,,,,,,,,,,RDE N° 083-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
313,314,2021   ,Beca Perú,Beca Peru,Beca Peru,56,2,31/12/2016,17/08/2021,18/10/2021,16/08/2021,18/08/2021,16/08/2021,22/10/2021,16,99,RDE 115-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
314,390,2023   ,Beca Técnico Productiva para Jóvenes de Pueblos Indígenas u Originarios en Situaciones Especiales,Beca Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,,,,,,,,,,,,RDE Nº 122-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
315,391,2023   ,Beca para Situaciones Especiales en Formación Técnico Productiva REPARED,Beca Tecnico Productivo REPARED,Becas Especiales,,,,,,,,,,,,RDE Nº 121-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
316,395,2023   ,Beca Inclusión Técnico Productiva - Convocatoria 2023,Beca Inclusion Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,100,,,,,,,,,,,RDE N° 132-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
317,405,2023   ,Beca de Gestión de la Cooperación Nacional - Beca Perú - Convocatoria 2023 - Segundo momento,Beca Peru,Beca Peru,,,,,,,,,,,,RDE N° 134-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
318,406,2023   ,Beca de Reciprocidad Perú-China Convocatoria 2023,Beca Peru - China,Beca Reciprocidad Internacional,,,,,,,,,,,,RDE Nº 212-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
319,411,2024   ,Beca Técnico Productiva para Jóvenes de Pueblos Indígenas u Originarios en Situaciones Especiales,Beca Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,110,,,,,,,,,,,RDE Nº 030-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
320,413,2024   ,Beca Generación del Bicentenario - Convocatoria 2024,Beca Generación del Bicentenario (anteriormente denominada Beca Presidente de la República),Becas Postgrado Extranjero,,,,,,,,,,,,RDE N° 040-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
321,418,2024   ,Beca de Gestión de la Cooperación Nacional - Beca Perú - Convocatoria 2024 - Segundo momento,Beca Peru,Beca Peru,,,,,,,,,,,,RDE N° 083-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
322,427,2024   ,Beca de Permanencia de Estudios Nacional - Convocatoria 2024,Beca Permanencia,Beca de Permanencia,,,,,,,,,,,,RDE N° 117-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
323,428,2024   ,Crédito PRO - Convocatoria 2024,Credito Pro,Credito Pro,,,,,,,,,,,,RDE N° 127-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
324,429,2024   ,Beca de Cumplimiento de Sentencias Supranacionales y Acuerdos de Solución Amistosa Internacionales,Beca de Cumplimiento de Sentencias Supranacionales y Acuerdos de Solución Amistosa Internacionales,Beca Supranacional,,,,,,,,,,,,RDE 124-2024-MINEDU/VMGIPRONABEC,14/04/2026 14:01:23
325,430,2025   ,Beca de Gestión de la Cooperación Nacional - Beca Perú - Convocatoria 2025,Beca Peru,Beca Peru,,,,,,,,,,,,RDE N° 006-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
326,431,2025   ,Beca Generación del Bicentenario - Convocatoria 2025,Beca Generación del Bicentenario (anteriormente denominada Beca Presidente de la República),Becas Postgrado Extranjero,,,,,,,,,,,,RDE N° 022-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
327,434,2025   ,Beca para Situaciones Especiales en Formación Técnico Productiva REPARED,Beca Tecnico Productivo REPARED,Beca Reparaciones,,,,,,,,,,,,RDE N° 037-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
328,435,2025   ,Beca Técnico Productiva para Jóvenes de Pueblos Indígenas u Originarios en Situaciones Especiales,Beca Tecnico-Productiva,Becas CNA,,,,,,,,,,,,RDE N° 037-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
329,436,2025   ,Beca Inclusión Técnico Productiva,Beca Inclusion Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,,,,,,,,,,,,RDE N° 037-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
330,437,2025   ,Crédito PRO - Convocatoria 2025,Credito Pro,Credito Pro,,,,,,,,,,,,RDE Nº 045-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
331,441,2025   ,Crédito Maestría - Convocatoria 2025,Credito Maestria,Credito Maestria,,,,,,,,,,,,RDE N° 057-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
332,442,2025   ,Beca TEC - Convocatoria 2025,Beca Tec,Beca Tec,,,,,,,,,,,,RDE N° 064-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
333,443,2026   ,Beca 18 Ordinaria,Modalidad Ordinaria,Beca Ordinario,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
334,444,2026   ,Beca Protección,Albergue,Becas Albergue,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
335,445,2026   ,Beca REPARED,Repared,Beca Reparaciones,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
336,446,2026   ,Beca VRAEM,VRAEM,Beca VRAEM,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
337,447,2026   ,Beca Huallaga,Huallaga,Becas Huallaga,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
338,448,2026   ,Beca FFAA,Licenciados FFAA,Beca FFAA,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
339,449,2026   ,Beca EIB,Educación Intercultural Bilingüe,Becas EIB,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
340,450,2026   ,Beca CNA,Comunidades Nativas,Becas CNA,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
341,451,2026   ,Beca Poblaciones Afroperuanas,Comunidad Pueblo Afroperuano,Becas CNA,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
342,452,2026   ,Beca Excelencia Académica para Hijos de Docentes,Beca Excelencia Academica,Beca Excelencia Académica para hijos de docentes,,,,,,,,,,,,RDE N° 086-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
343,453,2025   ,Beca de Permanencia de Estudios Nacional - Convocatoria 2025,Beca Permanencia,Beca de Permanencia,,,,,,,,,,,,RDE N° 107-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
344,454,2020   ,Crédito Talento - Convocatoria 2020,CREDITO TALENTO,CREDITO TALENTO,,,,,,,,,,,,RDE N° XXXX-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
345,324,2022   ,Beca 18 - Convocatoria 2022 - Preseleccionados,Beca 18 - Preseleccionados,Becas CNA,,,,02/12/2021,02/12/2021,,,,,,,RJ N° 2010-2021-MINEDU/VMGI-PRONABEC-OBE,14/04/2026 14:01:23
346,394,2023   ,Beca de Gestión de la Cooperación Nacional - Beca Perú - Convocatoria 2023,Beca Peru,Beca Peru,48,,,,,,,,,,,RDE N° 134-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
347,404,2023   ,Beca de Permanencia de Estudios Nacional - Convocatoria 2023,Beca Permanencia,Beca de Permanencia,8000,,,,,,,,,,,RDE N° 167-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
348,410,2024   ,Beca para Situaciones Especiales en Formación Técnico Productiva REPARED,Beca Tecnico Productivo REPARED,Becas Especiales,120,,,,,,,,,,,RDE Nº 029-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
349,438,2025   ,Beca de Excelencia Académica para Hijos de Docentes - Convocatoria 2025,Beca Excelencia Academica,Beca Excelencia Académica para hijos de docentes,,,,,,,,,,,,RDE N° 053-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
350,440,2025   ,Beca Inclusión para Carreras Universitarias o Profesionales Técnicas - Convocatoria 2025,Beca Inclusion Carreras Universitarias,Beca Inclusion para Carreras Universitarias,,,,,,,,,,,,RDE N° 058-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
351,393,2023   ,Beca inclusión para carreras universitarias y profesionales técnicas - Convocatoria 2023,Beca Inclusion Carreras Universitarias,Beca Inclusion para Carreras Universitarias,10,,,,,,,,,,,N 132-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
352,323,2022   ,Beca Técnico Productiva para Jóvenes de Pueblos Indígenas u Originarios en Situaciones Especiales,Beca Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,,,,,,,,,,,,RDE Nº 256-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
353,433,2025   ,Plataforma de Movilidad Estudiantil y Académica de la Alianza del Pacífico 2025,Beca Alianza del Pacifico ,Beca Alianza del Pacífico Internacional,100,,,,,,,,,,,RDE N° 039-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
354,292,2020   ,Beca Perú,Beca Peru,Beca Peru,5000,2,31/12/2016,02/10/2020,09/11/2020,01/09/2020,30/09/2020,01/09/2020,27/11/2020,16,99,RDE N° 154-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
355,290,2020-II,CRÉDITO CONTINUIDAD DE ESTUDIOS,CREDITO CONTINUIDAD,Credito continuidad,7000,2,,09/10/2020,27/10/2020,09/10/2020,07/11/2020,09/10/2020,11/11/2020,,,RDE 162-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
356,293,2021   ,BECA MUJERES EN CIENCIA PREGRADO,Beca Mujeres en Ciencias Pregrado,Beca Mujeres en Ciencia Pregrado,5000,2,31/12/2016,07/01/2021,26/02/2021,09/12/2020,23/12/2020,01/10/2020,28/05/2021,16,99,RDE N° 037-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
357,291,2021   ,Beca para Situaciones Especiales en Formación Técnico Productiva REPARED,Beca Tecnico Productivo REPARED,Becas Especiales,240,,,27/11/2020,30/04/2021,,,27/11/2020,21/05/2021,,,RDE N° 188-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
358,296,2021   ,Beca 18 Ordinaria,Modalidad Ordinaria,Beca Ordinario,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
359,297,2021   ,Beca Albergue,Albergue,Becas Albergue,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
360,298,2021   ,Beca REPARED,Repared,Beca Reparaciones,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
361,299,2021   ,Beca VRAEM,VRAEM,Beca VRAEM,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
362,300,2021   ,Beca Huallaga,Huallaga,Becas Huallaga,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
363,301,2021   ,Beca FFAA,Licenciados FFAA,Beca FFAA,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
364,302,2021   ,Beca EIB,Educación Intercultural Bilingüe,Becas EIB,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
365,303,2021   ,Beca CNA,Comunidades Nativas,Becas CNA,,,,,,,,,,,,RDE Nº187-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
366,294,2021   ,Beca Inclusión Técnico Productiva,Beca Inclusion Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,100,,,03/12/2020,30/04/2021,,,03/12/2020,21/05/2021,,,RDE N° 194-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
367,295,2021   ,Beca Inclusión para Carreras Universitarias o Profesionales Técnicas,Beca Inclusion Carreras Universitarias,Beca Inclusion para Carreras Universitarias,1600,1,,04/12/2020,22/02/2021,,,,01/03/2021,,99,RDE N° 194-2020-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
368,304,2021   ,BECA GENERACIÓN DEL BICENTENARIO,Beca Generación del Bicentenario (anteriormente denominada Beca Presidente de la República),Becas Postgrado Extranjero,150,1,,22/04/2021,18/06/2021,22/04/2021,28/06/2021,22/04/2021,07/07/2021,,,RDE N° 74-2021-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:23
369,305,2021   ,Beca Excelencia Académica para hijos de docentes,Beca Excelencia Academica,Beca Excelencia Académica para hijos de docentes,,2,,24/05/2021,20/07/2021,16/07/2021,04/08/2021,24/05/2021,11/08/2021,,,RDE N° 88-2021-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:23
370,306,2021   ,CRÉDITO TALENTO,CREDITO TALENTO,CREDITO TALENTO,150,1,,31/05/2021,21/06/2021,31/05/2021,06/07/2021,31/05/2021,12/07/2021,,,RDE Nº 085-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
371,333,2022   ,Beca Inclusión Técnico Productiva - Convocatoria 2022,Beca Inclusion Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,,,,,,,,,,,,RDE N° 101-2022-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
372,307,2021   ,BECA DE PERMANENCIA DE ESTUDIOS NACIONAL,Beca Permanencia,Beca de Permanencia,8000,2,,,,,,,,,,RDE 107-2021-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:23
373,310,2021   ,CREDITO 18,Credito 18,CRÉDITO 18,,1,,16/07/2021,04/08/2021,16/07/2021,27/08/2021,16/07/2021,27/08/2021,,,RDE 075-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
374,311,2021-AM,AMPLIACIÓN DE LA DURACIÓN DE LA BECA DE CONTINUIDAD DE ESTUDIOS DE EDUCACIÓN SUPERIOR, Convocatoria 2020-I,Beca Continuidad de Estudios,Beca de Permanencia,,,,,,,,,,,,RJ N° XXX-2021-MINEDU-VMGI-PRONABEC,14/04/2026 14:01:23
375,313,2021   ,Beca Perú,Beca Peru,Beca Peru,56,2,31/12/2016,11/08/2021,16/08/2021,11/08/2021,16/08/2021,11/08/2021,18/08/2021,16,99,RDE 115-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
376,315,2022   ,Beca 18 Ordinaria,Modalidad Ordinaria,Beca Ordinario,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
377,316,2022   ,Beca Albergue,Albergue,Becas Albergue,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
378,317,2022   ,Beca REPARED,Repared,Beca Reparaciones,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
379,318,2022   ,Beca VRAEM,VRAEM,Beca VRAEM,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
380,319,2022   ,Beca Huallaga,Huallaga,Becas Huallaga,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
381,320,2022   ,Beca FFAA,Licenciados FFAA,Beca FFAA,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
382,321,2022   ,Beca EIB,Educación Intercultural Bilingüe,Becas EIB,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
383,322,2022   ,Beca CNA y Poblaciones Afroperuanas,Comunidades Nativas,Becas CNA,,,,,,,,,,,,RDE N° 205-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
384,336,2022   ,Beca de Gestión de la Cooperación Nacional - Beca Perú - Convocatoria 2022 - Segundo momento,Beca Peru,Beca Peru,,,,,,,,,,,,RDE N° 118-2022-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
385,325,2022   ,Beca para Situaciones Especiales en Formación Técnico Productiva REPARED,Beca Tecnico Productivo REPARED,Becas Especiales,,,,,,,,,,,,RDE Nº 255-2021-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
386,378,2023   ,Beca 18 Ordinaria,Modalidad Ordinaria,Beca Ordinario,3450,,,,,,,,,,,RDE N° 167-2022-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
387,407,2024   ,Beca 18 - Convocatoria 2024 - Preseleccionados,Beca 18 - Preseleccionados,Becas CNA,,,,,,,,,,,,RDE N° 163-2023-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
388,412,2024   ,Beca inclusión para carreras universitarias o profesionales técnicas - Convocatoria 2024,Beca Inclusion Carreras Universitarias,Beca Inclusion para Carreras Universitarias,,,,,,,,,,,,N 035-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
389,415,2024   ,Crédito Talento - Convocatoria 2024,CREDITO TALENTO,CREDITO TALENTO,250,,,,,,,,,,,RDE N° 045-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
390,416,2024   ,Beca Inclusión Técnico Productiva - Convocatoria 2024,Beca Inclusion Tecnico-Productiva,BECA INCLUSIÓN TÉCNICO PRODUCTIVA,,,,,,,,,,,,RDE N° 035-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
391,419,2025   ,Beca 18 Ordinaria,Modalidad Ordinaria,Beca Ordinario,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
392,420,2025   ,Beca Protección,Albergue,Becas Albergue,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
393,421,2025   ,Beca REPARED,Repared,Beca Reparaciones,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
394,422,2025   ,Beca VRAEM,VRAEM,Beca VRAEM,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
395,423,2025   ,Beca Huallaga,Huallaga,Becas Huallaga,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
396,424,2025   ,Beca FFAA,Licenciados FFAA,Beca FFAA,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
397,425,2025   ,Beca EIB,Educación Intercultural Bilingüe,Becas EIB,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
398,426,2025   ,Beca CNA y Poblaciones Afroperuanas,Comunidades Nativas,Becas CNA,,,,,,,,,,,,RDE N° 113-2024-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
399,432,2025   ,Beca de Gestión de la Cooperación Nacional - Beca Perú - Convocatoria 2025 - Segundo momento,Beca Peru,Beca Peru,,,,,,,,,,,,RDE N° 006-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
400,439,2025   ,Crédito Talento - Convocatoria 2025,CREDITO TALENTO,CREDITO TALENTO,,,,,,,,,,,,RDE N° 054-2025-MINEDU/VMGI-PRONABEC,14/04/2026 14:01:23
101,131,2016   ,Beca 18 FFAA,Licenciados FFAA,Beca FFAA,,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,13/10/2016,31/12/2015,21/11/2016,,24,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:23
102,132,2016   ,Beca 18 EIB,Educación Intercultural Bilingüe,Becas EIB,,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,29/02/2016,31/12/2015,21/11/2016,,22,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:23
103,133,2016   ,Beca 18 CNA,Comunidades Nativas,Becas CNA,,1,31/12/2015,31/12/2015,31/03/2016,29/02/2016,29/02/2016,31/12/2015,21/11/2016,,22,RDE N° 659-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:23
104,134,2016   ,Beca Especialización en Pedagogía para Docentes Titulados en la Especialidad de Inglés, nombrados en Instituciones Educativas Públicas de Educación Básica Regular en el nivel de educación secundaria,Beca Docente Internacional,Beca Docente,200,1,31/12/2015,06/01/2016,14/01/2016,15/01/2016,03/02/2016,09/01/2016,03/02/2016,,55,RDE N° 648-2015-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:23
105,63,2014-01,Beca Especializacion en Pedagogía de invierno 2014 - Nacional,Beca Docente Nacional,Beca Docente,1800,1,,25/06/2014,01/07/2014,27/06/2014,31/12/2014,25/06/2014,19/07/2014,,,RDE N° 158-2014-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:23
106,64,2014-02,Beca Perú (Lima - Callao),Beca Peru,Beca Peru,2428,1,,17/06/2014,13/07/2014,14/07/2014,17/07/2014,17/06/2014,24/07/2014,,,RDE N° 176-2014-MINEDU-VMGI-OBEC-PRONABEC,14/04/2026 14:01:23
107,66,2014-01,Vocación de Maestro,Beca Vocacion Maestro,Beca Vocación de Maestro,300,1,,30/06/2014,26/10/2014,14/11/2014,08/12/2014,30/06/2014,16/12/2014,,,RDE N° 198-2014-MINEDU-VMGI-OBEC-PRONABEC / RDE N° 289-2014,14/04/2026 14:01:23
108,67,2014-01,Beca Excelencia Académica,Beca Excelencia Academica,Beca Ordinario,,1,,23/09/2014,02/02/2015,14/11/2014,18/02/2015,25/06/2014,12/12/2014,,,RDE N° 197-2014-MINEDU-VMGI-OBEC-PRONABEC / RDE N° 223-2014,14/04/2026 14:01:23
