96,Beca REPARED 2019   ,LIMA,Becarios declarados nulos,,,2019-03,Universidad,UNIVERSIDAD DEL PACIFICO,SEDE JESUS MARIA,DERECHO,MASCULINO,14/04/2026 14:01:19
97,Beca de Permanencia de Estudios Nacional 2018   ,UCAYALI,Becarios declarados nulos,,,2018-08,Universidad,UNIVERSIDAD NACIONAL DE UCAYALI,SEDE PUCALLPA,AGRONOMIA,FEMENINO,14/04/2026 14:01:19
98,Beca de Continuidad de Estudios 2020   ,LAMBAYEQUE,Becarios declarados nulos,,,2020-06,Universidad,UNIVERSIDAD SEÑOR DE SIPAN S.A.C.,SEDE PIMENTEL,ARQUITECTURA,MASCULINO,14/04/2026 14:01:19
99,Beca Docente de Postgrado para estudios de Maestría en Ciencias de la Educación en el Perú 2014-01,PIURA,Becarios declarados nulos,,2014-10,2014-04,Universidad,UNIVERSIDAD DE PIURA,SEDE PIURA,MAESTRIA EN CIENCIAS DE EDUCACION CON MENCION EN DIDACTICA DE LA ENSEÑANZA EN MATEMATICAS EN EDUCACION SECUNDARIA,MASCULINO,14/04/2026 14:01:19
100,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,CONTABILIDAD Y FINANZAS,MASCULINO,14/04/2026 14:01:19
101,Beca de Permanencia de Estudios Nacional 2019   ,MOQUEGUA,Becarios declarados nulos,,,2019-08,Universidad,UNIVERSIDAD NACIONAL DE MOQUEGUA,SEDE MOQUEGUA,GESTION PUBLICA Y DESARROLLO SOCIAL,MASCULINO,14/04/2026 14:01:23
102,Presidente de la República 2013-03,FRANCIA,Becarios declarados nulos,,2014-02,2013-06,Universidad,PIERRE AND MARIE CURIE UNIVERSITY,SEDE PARIS,MAESTRIA: MASTER ASTRONOMY, ASTROPHYSICS,MASCULINO,14/04/2026 14:01:23
103,Beca Perú - Lima Callao 2015   ,LIMA,Becarios declarados nulos,,,2015-02,Instituto de Educación Superior,ESFA DEL FOLKLORE – JOSE MARIA ARGUEDAS,SEDE LIMA,ARTISTA PROFESIONAL - MUSICA,MASCULINO,14/04/2026 14:01:23
104,Beca Perú - Lima Callao 2015   ,LIMA,Becarios declarados nulos,,,2015-02,Instituto de Educación Superior,ESFA DEL FOLKLORE – JOSE MARIA ARGUEDAS,SEDE LIMA,EDUCACION ARTISTICA MUSICA,MASCULINO,14/04/2026 14:01:23
105,Beca para Poblaciones Vulnerables y en Situaciones Especiales de Formación Técnico Productiva 2015   ,AYACUCHO,Becarios declarados nulos,,2016-01,2014-10,Instituto de Educación Superior,CENTRO DE FORMACION EN TURISMO - CENFOTUR,SEDE AYACUCHO,ORFEBRERIA -JOYERO BASICO,MASCULINO,14/04/2026 14:01:23
106,Presidente de la República 2016   ,ESPAÑA,Becarios declarados nulos,,,2016-03,Universidad,UNIVERSIDAD POLITECNICA DE CATALUNYA - BARCELONATECH,SEDE BARCELONA,MAESTRIA EN PLANIFICACION URBANA Y SOSTENIBLE,MASCULINO,14/04/2026 14:01:23
107,Beca Presidente de la República 2019   ,PORTUGAL,Becarios declarados nulos,,,2019-05,Universidad,UNIVERSITY OF MINHO,SEDE BRAGA,DOCTORADO EN INGENIERIA CIVIL,MASCULINO,14/04/2026 14:01:23
108,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,PSICOLOGIA,MASCULINO,14/04/2026 14:01:23
109,Beca para Poblaciones Vulnerables y en Situaciones Especiales de Formación Técnico Productiva 2015   ,AREQUIPA,Becarios declarados nulos,,2016-03,2014-10,Instituto de Educación Superior,SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI,SEDE AREQUIPA,OPERADOR DE MAQUINA DE COSTURA PARA LINEAS DE PRODUCCION EN CONFECCIONES,FEMENINO,14/04/2026 14:01:23
110,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,DERECHO,FEMENINO,14/04/2026 14:01:23
111,Beca Perú 2016   ,LIMA,Becarios declarados nulos,,2017-05,2015-12,Universidad,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,SEDE LOS OLIVOS,EDUCACION SECUNDARIA CON ESPECIALIDAD EN LENGUA INGLESA,FEMENINO,14/04/2026 14:01:23
112,Beca de Continuidad de Estudios 2020   ,AREQUIPA,Becarios declarados nulos,,,2020-06,Instituto de Educación Superior,IES PRIVADO TECSUP N° 2,SEDE JOSE LUIS BUSTAMANTE Y RIVERO,GESTION Y MANTENIMIENTO DE MAQUINARIA INDUSTRIAL,MASCULINO,14/04/2026 14:01:23
113,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,DERECHO,FEMENINO,14/04/2026 14:01:23
114,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,ADMINISTRACION Y SISTEMAS,FEMENINO,14/04/2026 14:01:23
115,Presidente de la República 2013-03,ESPAÑA,Becarios declarados nulos,,2013-09,2013-06,Universidad,UNIVERSIDAD DE VALENCIA,SEDE VALENCIA,MAESTRIA EN CRIMINOLOIA Y SEGURIDAD,MASCULINO,14/04/2026 14:01:23
116,Presidente de la República 2013-03,CHILE,Becarios declarados nulos,,2014-03,2013-06,Universidad,UNIVERSIDAD CATOLICA DE CHILE,SEDE SANTIAGO,MAESTRIA EN FISICA,MASCULINO,14/04/2026 14:01:23
117,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE CHANCHAMAYO,DERECHO,MASCULINO,14/04/2026 14:01:23
118,Beca REPARED 2019   ,LIMA,Becarios declarados nulos,,,2019-06,Universidad,UNIVERSIDAD CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,DERECHO,MASCULINO,14/04/2026 14:01:23
119,Beca de Continuidad de Estudios 2020   ,ANCASH,Becarios declarados nulos,,,2020-06,Instituto de Educación Superior,SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI,SEDE HUARAZ,SOPORTE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACION,MASCULINO,14/04/2026 14:01:23
120,Beca Presidente de la República 2017   ,AUSTRALIA,Becarios declarados nulos,,,2017-05,Universidad,UNIVERSITY OF SYDNEY,SEDE NEW SOUTH WALES,MASTER OF PUBLIC HEALTH,FEMENINO,14/04/2026 14:01:23
121,Beca para Poblaciones Vulnerables y en Situaciones Especiales de Formación Técnico Productiva 2015   ,CUSCO,Becarios declarados nulos,,2016-01,2014-10,Instituto de Educación Superior,SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI,SEDE CUSCO,PROCESAMIENTO DE FRUTAS,MASCULINO,14/04/2026 14:01:23
122,Presidente de la República 2013-03,ESPAÑA,Becarios declarados nulos,,2013-09,2013-06,Universidad,UNIVERSIDAD DE VALENCIA,SEDE VALENCIA,MAESTRIA EN CRIMINOLOIA Y SEGURIDAD,MASCULINO,14/04/2026 14:01:23
123,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,DERECHO,FEMENINO,14/04/2026 14:01:23
124,Beca Postgrado 2013-01,AUSTRALIA,Becarios declarados nulos,,2013-01,2012-11,Universidad,QUEENSLAND UNIVERSITY OF TECHNOLOGY,SEDE QUEENSLAND,MAESTRIA,MASCULINO,14/04/2026 14:01:23
125,Beca de Permanencia de Estudios Nacional 2018   ,UCAYALI,Becarios declarados nulos,,,2018-08,Universidad,UNIVERSIDAD NACIONAL DE UCAYALI,SEDE PUCALLPA,AGRONOMIA,MASCULINO,14/04/2026 14:01:23
126,Beca de Continuidad de Estudios 2020   ,LIMA,Becarios declarados nulos,,,2020-06,Universidad,UNIVERSIDAD DE SAN MARTIN DE PORRES,SEDE SANTA ANITA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,FEMENINO,14/04/2026 14:01:23
127,Presidente de la República 2014-02,FRANCIA,Becarios declarados nulos,,2014-10,2014-06,Universidad,UNIVERSITE PARIS 1 PANTHEON-SORBONNE,SEDE PARIS,MAESTRIA: DIPLOME D ETAT D ARCHITECTE CONFERANT LE GRADE DE MASTER,FEMENINO,14/04/2026 14:01:23
128,Beca de Continuidad de Estudios 2020   ,CUSCO,Becarios declarados nulos,,,2020-06,Universidad,UNIVERSIDAD ANDINA DEL CUSCO,SEDE SAN JERONIMO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,FEMENINO,14/04/2026 14:01:23
129,Presidente de la República 2014-03,ESPAÑA,Becarios declarados nulos,,,2014-10,Universidad,DE GRANADA,SEDE ANDALUCIA,MAESTRIA EN INTERVENCION PSICOPEDAGOGICA,FEMENINO,14/04/2026 14:01:23
130,Beca Doble Oportunidad 2016   ,AYACUCHO,Becarios declarados nulos,,,2016-05,Instituto de Educación Superior,SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI,SEDE AYACUCHO (CFP Ayacucho),MECANICO DE MOTORES MENORES,FEMENINO,14/04/2026 14:01:23
131,Beca Doble Oportunidad 2016   ,LAMBAYEQUE,Becarios declarados nulos,,,2016-05,Instituto de Educación Superior,DE FORMACION BANCARIA - CHICLAYO,SEDE CHICLAYO,GESTION Y ADMINISTRACION DE PEQUEÑOS NEGOCIOS,MASCULINO,14/04/2026 14:01:23
132,Beca 18 Modalidad Ordinaria 2012   ,PUNO,Becarios declarados nulos,,2014-05,2012-04,Universidad,UNIVERSIDAD NACIONAL DEL ALTIPLANO,SEDE PUNO,INGENIERIA DE MINAS,MASCULINO,14/04/2026 14:01:23
133,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,ODONTOLOGIA,FEMENINO,14/04/2026 14:01:23
134,Presidente de la República 2014-01,ESPAÑA,Becarios declarados nulos,,,2014-03,Universidad,DE VIGO,SEDE VIGO,DOCTORADO EN FOTONICA E TECNOLOXIAS DO LASER,MASCULINO,14/04/2026 14:01:23
135,Beca de Continuidad de Estudios 2020   ,PIURA,Becarios declarados nulos,,,2020-07,Instituto de Educación Superior,SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI,SEDE PARIÑAS,MECANICO DE CONSTRUCCIONES METALICAS,MASCULINO,14/04/2026 14:01:23
136,Presidente de la República 2013-04,ESPAÑA,Becarios declarados nulos,,,2013-11,Universidad,UNIVERSIDAD AUTONOMA DE MADRID,SEDE MADRID,MAESTRIA EN BIOMEDICINA MOLECULAR,FEMENINO,14/04/2026 14:01:23
137,Beca Especial de Inglés para estudiantes de 3° Y 4° año de educación secundaria de instituciones públicas EBR 2016   ,SAN MARTIN,Becarios declarados nulos,,2016-11,2016-06,Instituto de Idiomas,ICPNA,SEDE TARAPOTO,INGLES,FEMENINO,14/04/2026 14:01:23
138,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,PSICOLOGIA,FEMENINO,14/04/2026 14:01:23
139,Beca para Poblaciones Vulnerables y en Situaciones Especiales de Formación Técnico Productiva 2015   ,CUSCO,Becarios declarados nulos,,2016-01,2014-10,Instituto de Educación Superior,SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI,SEDE CUSCO,PROCESAMIENTO DE FRUTAS,MASCULINO,14/04/2026 14:01:23
140,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,ADMINISTRACION Y SISTEMAS,FEMENINO,14/04/2026 14:01:23
141,Beca de Continuidad de Estudios 2020   ,JUNIN,Becarios declarados nulos,,,2020-07,Universidad,UNIVERSIDAD PERUANA LOS ANDES,SEDE HUANCAYO,CONTABILIDAD Y FINANZAS,FEMENINO,14/04/2026 14:01:23
