11,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,REGISTRO COMPLETO,2016-01,2016-01,,HUANCAYO,14/04/2026 14:01:21
12,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,EN PROCESO DE REGISTRO,,2015-12,,CARABAYLLO,14/04/2026 14:01:21
13,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,REGISTRO COMPLETO,2016-01,2015-12,,LIMA,14/04/2026 14:01:21
14,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,REGISTRO COMPLETO,2016-01,2016-01,,LIMA,14/04/2026 14:01:21
15,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,REGISTRO COMPLETO,2016-01,2016-01,,EL TAMBO,14/04/2026 14:01:21
16,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,REGISTRO COMPLETO,2016-02,2015-12,2016-02,CAJAMARCA,14/04/2026 14:01:21
17,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,REGISTRO COMPLETO,2016-08,2016-08,2017-01,EL TAMBO,14/04/2026 14:01:21
18,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA CIVIL,REGISTRO COMPLETO,2016-08,2016-08,2017-01,CALLAO,14/04/2026 14:01:21
19,1era. convocatoria,Universidad,UNIVERSIDAD DEL PACIFICO,SEDE JESUS MARIA,INGENIERIA EMPRESARIAL,REGISTRO COMPLETO,2016-02,2016-01,2016-02,ANCON,14/04/2026 14:01:21
20,1era. convocatoria,Universidad,UNIVERSIDAD DEL PACIFICO,SEDE JESUS MARIA,INGENIERIA EMPRESARIAL,REGISTRO COMPLETO,2016-01,2016-01,,SURQUILLO,14/04/2026 14:01:21
21,1era. convocatoria,Universidad,UNIVERSIDAD DEL PACIFICO,SEDE JESUS MARIA,INGENIERIA EMPRESARIAL,REGISTRO COMPLETO,2016-02,2016-01,2016-02,MAGDALENA DEL MAR,14/04/2026 14:01:21
22,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INFORMATICA,REGISTRO COMPLETO,2016-02,2015-12,2016-02,PUENTE PIEDRA,14/04/2026 14:01:21
23,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INFORMATICA,REGISTRO COMPLETO,2016-01,2016-01,2016-01,SAN MARTIN DE PORRES,14/04/2026 14:01:21
24,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INFORMATICA,REGISTRO COMPLETO,2016-08,2016-08,2017-01,SAN MARTIN DE PORRES,14/04/2026 14:01:21
25,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INFORMATICA,REGISTRO COMPLETO,2015-12,2015-12,,SAN MARTIN DE PORRES,14/04/2026 14:01:21
26,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INFORMATICA,REGISTRO COMPLETO,2016-01,2016-01,,CHORRILLOS,14/04/2026 14:01:21
27,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INFORMATICA,REGISTRO COMPLETO,2016-01,2016-01,,EL AGUSTINO,14/04/2026 14:01:21
28,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,REGISTRO COMPLETO,2015-12,2015-12,,LA MOLINA,14/04/2026 14:01:21
29,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2016-02,,BREÑA,14/04/2026 14:01:21
30,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,REGISTRO COMPLETO,2016-03,2016-02,2016-03,ATE,14/04/2026 14:01:21
31,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,EN PROCESO DE REGISTRO,,2016-02,,EL TAMBO,14/04/2026 14:01:21
32,2da. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,ANULADA,,2016-08,,EL TAMBO,14/04/2026 14:01:21
33,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,EN PROCESO DE REGISTRO,,2016-03,,YAUYOS,14/04/2026 14:01:21
34,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2016-02,,HUAMANCACA CHICO,14/04/2026 14:01:21
35,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,EN PROCESO DE REGISTRO,,2016-03,,,14/04/2026 14:01:21
36,2da. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,ANULADA,,2016-09,,,14/04/2026 14:01:21
37,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,REGISTRO COMPLETO,2016-03,2016-02,2016-02,SANTA ANITA,14/04/2026 14:01:21
38,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,MECATRONICA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2015-12,,SAN JUAN DE LURIGANCHO,14/04/2026 14:01:21
39,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,LIMA,14/04/2026 14:01:21
40,2da. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,EN PROCESO DE REGISTRO,,2016-08,,LIMA,14/04/2026 14:01:21
41,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,EN PROCESO DE REGISTRO,,2016-02,2016-02,ATE,14/04/2026 14:01:21
42,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,EN PROCESO DE REGISTRO,,2016-02,,,14/04/2026 14:01:21
43,2da. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,EN PROCESO DE REGISTRO,,2016-08,,,14/04/2026 14:01:21
44,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,SAN MARTIN DE PORRES,14/04/2026 14:01:21
45,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,EN PROCESO DE REGISTRO,,2016-02,2016-02,SAN JUAN DE LURIGANCHO,14/04/2026 14:01:21
46,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,ENFERMERIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,LA VICTORIA,14/04/2026 14:01:21
47,2da. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-09,2016-08,2016-09,CHANCAY,14/04/2026 14:01:21
48,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,,LIMA,14/04/2026 14:01:21
49,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,CALLERIA,14/04/2026 14:01:21
50,2da. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-08,2016-08,2016-08,HUACHO,14/04/2026 14:01:21
51,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,SAN MARTIN DE PORRES,14/04/2026 14:01:21
52,2da. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-09,2016-08,2016-09,SANTIAGO DE SURCO,14/04/2026 14:01:21
53,2da. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-09,2016-08,2016-09,LA VICTORIA,14/04/2026 14:01:21
54,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,LOS OLIVOS,14/04/2026 14:01:21
55,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,MIRAFLORES,14/04/2026 14:01:21
56,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,SANTIAGO DE SURCO,14/04/2026 14:01:21
57,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,EN PROCESO DE REGISTRO,,2016-02,,,14/04/2026 14:01:21
58,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,EN PROCESO DE REGISTRO,,2016-02,2016-02,MAGDALENA DEL MAR,14/04/2026 14:01:21
59,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,SAN BORJA,14/04/2026 14:01:21
60,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,SAN JUAN DE LURIGANCHO,14/04/2026 14:01:21
61,1era. convocatoria,Universidad,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SEDE CENTRAL,BIOLOGIA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,SAN MARTIN DE PORRES,14/04/2026 14:01:21
62,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,FISICA,REGISTRO COMPLETO,2016-02,2016-01,2016-02,LIMA,14/04/2026 14:01:21
63,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA DE MINAS,REGISTRO COMPLETO,2016-01,2016-01,,SAN MARTIN DE PORRES,14/04/2026 14:01:21
64,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA DE MINAS,REGISTRO COMPLETO,2016-08,2016-08,2017-01,SAN MARTIN DE PORRES,14/04/2026 14:01:21
65,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA DE MINAS,REGISTRO COMPLETO,2016-08,2016-08,2016-08,SAN MIGUEL,14/04/2026 14:01:21
66,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA DE MINAS,REGISTRO COMPLETO,2016-08,2016-08,,VILLA EL SALVADOR,14/04/2026 14:01:21
67,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA DE MINAS,REGISTRO COMPLETO,2016-01,2016-01,,LIMA,14/04/2026 14:01:21
68,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-08,2016-08,2017-01,SANTIAGO DE SURCO,14/04/2026 14:01:21
69,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-11,2016-08,2016-11,LURIGANCHO,14/04/2026 14:01:21
70,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-02,2015-11,,LURIGANCHO,14/04/2026 14:01:21
71,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-05,2015-11,2016-02,LURIGANCHO,14/04/2026 14:01:21
72,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-12,2016-11,2016-12,SAN MARTIN DE PORRES,14/04/2026 14:01:21
73,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2015-12,2015-12,,SANTIAGO DE SURCO,14/04/2026 14:01:21
74,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-12,2016-11,2016-12,COMAS,14/04/2026 14:01:21
75,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-12,2016-11,2016-12,SANTIAGO DE SURCO,14/04/2026 14:01:21
76,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,EN PROCESO DE REGISTRO,,2016-11,2016-12,,14/04/2026 14:01:21
77,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2015-12,2015-12,,LIMA,14/04/2026 14:01:21
78,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-12,2016-11,2016-12,ATE,14/04/2026 14:01:21
79,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2016-02,2016-02,,ATE,14/04/2026 14:01:21
80,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA ELECTRONICA,REGISTRO COMPLETO,2015-12,2015-11,,COMAS,14/04/2026 14:01:21
81,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA GEOLOGICA,REGISTRO COMPLETO,2016-01,2016-01,,LIMA,14/04/2026 14:01:21
82,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INDUSTRIAL,EN PROCESO DE REGISTRO,,2016-01,,,14/04/2026 14:01:21
83,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INDUSTRIAL,EN PROCESO DE REGISTRO,,2016-08,,,14/04/2026 14:01:21
84,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-01,2016-01,,OXAPAMPA,14/04/2026 14:01:21
85,2da. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-08,2016-08,2016-08,BARRANCA,14/04/2026 14:01:21
86,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-01,2016-01,,LINCE,14/04/2026 14:01:21
87,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2016-01,2016-02,LOS OLIVOS,14/04/2026 14:01:21
88,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2016-02,,VENTANILLA,14/04/2026 14:01:21
89,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2016-02,2016-02,ATE,14/04/2026 14:01:21
90,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2015-12,2015-11,,CHORRILLOS,14/04/2026 14:01:21
91,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2015-11,2015-11,,CHORRILLOS,14/04/2026 14:01:21
92,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2016-02,,VILLA MARIA DEL TRIUNFO,14/04/2026 14:01:21
93,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,EN PROCESO DE REGISTRO,,2016-02,,SANTIAGO DE SURCO,14/04/2026 14:01:21
94,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2015-11,2015-11,,SANTIAGO DE SURCO,14/04/2026 14:01:21
95,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2015-11,,VILLA MARIA DEL TRIUNFO,14/04/2026 14:01:21
96,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,ANULADA,,2016-10,2016-11,,14/04/2026 14:01:21
97,2da. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,EN PROCESO DE REGISTRO,,2016-08,,,14/04/2026 14:01:21
98,1era. convocatoria,Universidad,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SEDE SAN MIGUEL,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-01,2016-01,,EL AGUSTINO,14/04/2026 14:01:21
99,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2016-02,2016-02,,LA MOLINA,14/04/2026 14:01:21
100,1era. convocatoria,Universidad,UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA,SEDE BARRANCO,INGENIERIA INDUSTRIAL,REGISTRO COMPLETO,2015-12,2015-11,,LURIGANCHO,14/04/2026 14:01:21
501,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,,EL PORVENIR,14/04/2026 14:01:23
502,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-03,2016-02,2016-03,EL PORVENIR,14/04/2026 14:01:23
503,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-03,2016-02,2016-02,FLORENCIA DE MORA,14/04/2026 14:01:23
504,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,FLORENCIA DE MORA,14/04/2026 14:01:23
505,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,CHAO,14/04/2026 14:01:23
506,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,,CHAO,14/04/2026 14:01:23
507,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,TRUJILLO,14/04/2026 14:01:23
508,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,,TRUJILLO,14/04/2026 14:01:23
509,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,TRUJILLO,14/04/2026 14:01:23
510,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,,EL PORVENIR,14/04/2026 14:01:23
511,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,SAN PABLO,14/04/2026 14:01:23
512,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,CAJAMARCA,14/04/2026 14:01:23
513,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,VIRU,14/04/2026 14:01:23
514,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,VIRU,14/04/2026 14:01:23
515,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,,VIRU,14/04/2026 14:01:23
516,1era. convocatoria,Instituto de Educación Superior,TECSUP TRUJILLO,SEDE TRUJILLO,MANTENIMIENTO Y GESTION DE EQUIPO PESADO,REGISTRO COMPLETO,2016-02,2016-02,2016-02,VIRU,14/04/2026 14:01:23
517,1era. convocatoria,Instituto de Educación Superior,IES PRIVADO TECSUP N° 1,SEDE SANTA ANITA,AVIONICA Y MECANICA AERONAUTICA,REGISTRO COMPLETO,2016-02,2016-02,2016-02,ATE,14/04/2026 14:01:23
