930,K8mX6,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,200.00,200.00,2016-02,Tiene,FEMENINO,CHICAMA,14/04/2026 14:01:28
931,QD5Xp,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,500,400,2016-02,Tiene,MASCULINO,TRUJILLO,14/04/2026 14:01:28
932,0Kx0N,1era. convocatoria,,MADRE,Tiene,No tiene,NO APLICA,0.00,100,2016-02,Tiene,MASCULINO,CHICAMA,14/04/2026 14:01:28
933,XvQLN,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,700,2225,2016-02,Tiene,FEMENINO,HUARI,14/04/2026 14:01:28
934,vny8e,1era. convocatoria,,MADRE,No Tiene,No tiene,NO APLICA,0.00,0.00,2016-02,Tiene,FEMENINO,TRUJILLO,14/04/2026 14:01:28
935,K8my6,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,0.00,100,2016-02,Tiene,MASCULINO,CALLERIA,14/04/2026 14:01:28
936,jl18p,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1200,948,2016-02,Tiene,MASCULINO,CHICAMA,14/04/2026 14:01:28
937,L5GVP,,,MADRE,No Tiene,No tiene,No Tiene,6000,,2021-08,Tiene,MASCULINO,,14/04/2026 14:01:28
938,aanZb,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,700,620,2016-02,Tiene,FEMENINO,CALLERIA,14/04/2026 14:01:28
939,xWapm,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-02,Tiene,FEMENINO,TRUJILLO,14/04/2026 14:01:28
940,yEpR6,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,500,500,2016-01,Tiene,MASCULINO,SAN JUAN DE LURIGANCHO,14/04/2026 14:01:28
941,PDqnZ,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2020-09,Tiene,MASCULINO,HUANCAYO,14/04/2026 14:01:28
942,8byj2,,,MADRE,No Tiene,No tiene,No Tiene,930,,2021-02,No Tiene,MASCULINO,,14/04/2026 14:01:28
943,L83GQ,1era. convocatoria,,MADRE,No Tiene,No tiene,NO APLICA,550.00,550.00,2016-02,Tiene,FEMENINO,HUACRACHUCO,14/04/2026 14:01:28
944,xdmNb,2da. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,1892,,2021-03,Tiene,FEMENINO,BELLAVISTA,14/04/2026 14:01:28
945,PDwxM,1era. convocatoria,,MADRE,Tiene,Tiene,NO,0,0,2016-02,Tiene,MASCULINO,YONAN,14/04/2026 14:01:28
946,PDwlM,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-02,Tiene,MASCULINO,CHEPEN,14/04/2026 14:01:28
947,KDpLv,2da. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2020-09,Tiene,MASCULINO,MIRAFLORES,14/04/2026 14:01:28
948,NdLzD,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,0.00,100.00,2016-02,Tiene,MASCULINO,QUIRUVILCA,14/04/2026 14:01:28
949,peaVw,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-02,Tiene,FEMENINO,CHICAMA,14/04/2026 14:01:28
950,xWaap,1era. convocatoria,,MADRE,No Tiene,No tiene,NO APLICA,0.00,100.00,2016-02,Tiene,MASCULINO,POROTO,14/04/2026 14:01:28
951,WZwwQ,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1300,1180,2016-02,Tiene,MASCULINO,FLORENCIA DE MORA,14/04/2026 14:01:28
952,Bn331,1era. convocatoria,,MADRE,Tiene,Tiene,NO TIENE,0,0,2016-02,Tiene,MASCULINO,QUIRUVILCA,14/04/2026 14:01:28
953,K8MAa,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,2000,2016-02,Tiene,FEMENINO,MAGDALENA DEL MAR,14/04/2026 14:01:28
954,E2bv7,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1000,750,2016-02,Tiene,MASCULINO,SURQUILLO,14/04/2026 14:01:28
955,w6aov,1era. convocatoria,,MADRE,No Tiene,Tiene,00,0,00,2016-02,Tiene,FEMENINO,CHICAMA,14/04/2026 14:01:28
956,g03vk,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-02,Tiene,MASCULINO,CHOCOPE,14/04/2026 14:01:28
957,XGw2l,1era. convocatoria,,MADRE,No Tiene,Tiene,NO TIENE,0,000,2016-02,Tiene,MASCULINO,CHICAMA,14/04/2026 14:01:28
958,aaXyo,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,350,319,2016-02,Tiene,MASCULINO,CHICAMA,14/04/2026 14:01:28
959,D20VO,1era. convocatoria,,MADRE,Tiene,No tiene,NO APLICA,0.00,50.00,2016-02,Tiene,FEMENINO,CHICAMA,14/04/2026 14:01:28
960,K8mO1,1era. convocatoria,,MADRE,No Tiene,Tiene,Tiene,0,0,2016-02,Tiene,FEMENINO,TRUJILLO,14/04/2026 14:01:28
961,WZwzR,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,400,400,2016-02,Tiene,MASCULINO,CHOTA,14/04/2026 14:01:28
962,jl3RK,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1650,1500,2016-02,Tiene,MASCULINO,LA VICTORIA,14/04/2026 14:01:28
963,VAvxb,,,MADRE,No Tiene,No tiene,No Tiene,2500,,2022-09,Tiene,MASCULINO,,14/04/2026 14:01:28
964,Bn17L,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1200,1769,2016-02,Tiene,MASCULINO,LIMA,14/04/2026 14:01:28
965,0K153,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0.00,0.00,2016-02,Tiene,FEMENINO,CALLAO,14/04/2026 14:01:28
966,PDlm2,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,1200,1110,2016-02,Tiene,MASCULINO,PACASMAYO,14/04/2026 14:01:28
967,nKK0d,,,MADRE,No Tiene,No tiene,No Tiene,930,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
968,PDGzg,1era. convocatoria,,MADRE,No Tiene,Tiene,Tiene,600,300,2016-01,Tiene,FEMENINO,BREÑA,14/04/2026 14:01:28
969,o75Ra,,,MADRE,No Tiene,No tiene,No Tiene,480,,2021-03,No Tiene,FEMENINO,,14/04/2026 14:01:28
970,XpevN,,,MADRE,No Tiene,No tiene,No Tiene,200,,2021-03,No Tiene,MASCULINO,,14/04/2026 14:01:28
971,8MZvQ,1era. convocatoria,,MADRE,Tiene,Tiene,NINGUNO,900,600,2016-01,Tiene,MASCULINO,ATE,14/04/2026 14:01:28
972,RDB8r,,,MADRE,No Tiene,No tiene,No Tiene,0,,2022-07,Tiene,MASCULINO,LIMA,14/04/2026 14:01:28
973,PD1A2,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-03,Tiene,MASCULINO,VILLA MARIA DEL TRIUNFO,14/04/2026 14:01:28
974,y1Rmj,,,MADRE,No Tiene,No tiene,No Tiene,1000,,2021-03,Tiene,MASCULINO,,14/04/2026 14:01:28
975,gVK7Z,,,MADRE,No Tiene,No tiene,No Tiene,1500 ,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
976,ERGqX,,,MADRE,No Tiene,No tiene,No Tiene,500,,2020-09,Tiene,FEMENINO,,14/04/2026 14:01:28
977,yEBwz,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,2000,1900,2016-02,Tiene,FEMENINO,SAN JUAN DE MIRAFLORES,14/04/2026 14:01:28
978,RDOrr,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,0.00,100,2016-02,Tiene,MASCULINO,YANAMA,14/04/2026 14:01:28
979,g02RQ,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,2500,2000,2016-02,Tiene,FEMENINO,PUEBLO LIBRE,14/04/2026 14:01:28
980,yEyLz,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,750,500,2016-02,Tiene,FEMENINO,VENTANILLA,14/04/2026 14:01:28
981,zV1Kv,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1600,400~500,2016-02,Tiene,MASCULINO,MIRAFLORES,14/04/2026 14:01:28
982,0KvNv,1era. convocatoria,,MADRE,No Tiene,Tiene,Tiene,500,350,2016-02,Tiene,MASCULINO,CHUGAY,14/04/2026 14:01:28
983,PD6Kn,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,3000,2787,2016-02,Tiene,MASCULINO,SAN BORJA,14/04/2026 14:01:28
984,1W1w3,1era. convocatoria,,MADRE,Tiene,No tiene,Tiene,1250,1000,2016-02,Tiene,FEMENINO,JESUS MARIA,14/04/2026 14:01:28
985,E2OeO,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,2108,1620,2016-02,Tiene,FEMENINO,LIMA,14/04/2026 14:01:28
986,q21Ax,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,340,2016-02,Tiene,MASCULINO,JESUS MARIA,14/04/2026 14:01:28
987,Xal1W,,,MADRE,No Tiene,No tiene,No Tiene,420,,2024-08,Tiene,FEMENINO,,14/04/2026 14:01:28
988,2m2dr,,,MADRE,No Tiene,No tiene,No Tiene,739,,2021-09,Tiene,MASCULINO,,14/04/2026 14:01:28
989,Qyxz,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0.00,0.00,2016-02,Tiene,MASCULINO,VENTANILLA,14/04/2026 14:01:28
990,k7yLZ,1era. convocatoria,,MADRE,Tiene,Tiene,Ninguno,800.00,600.00,2016-02,Tiene,MASCULINO,CARHUAMAYO,14/04/2026 14:01:28
991,Ze1qG,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1500,1300,2016-01,Tiene,FEMENINO,VILLA MARIA DEL TRIUNFO,14/04/2026 14:01:28
992,ZxZa1,,,MADRE,No Tiene,No tiene,No Tiene,0,,2022-04,Tiene,FEMENINO,,14/04/2026 14:01:28
993,GNWKM,,,MADRE,No Tiene,No tiene,No Tiene,1500,,2024-08,Tiene,FEMENINO,,14/04/2026 14:01:28
994,P1Gjn,,,MADRE,No Tiene,No tiene,No Tiene,0,,2023-03,Tiene,FEMENINO,,14/04/2026 14:01:28
995,8ovOz,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-08,Tiene,MASCULINO,,14/04/2026 14:01:28
996,ZR0ww,2da. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,3000,,2021-03,Tiene,FEMENINO,CARHUACALLANGA,14/04/2026 14:01:28
997,BpzQ0,,,MADRE,Tiene,Tiene,No tiene,0,0,2017-09,Tiene,FEMENINO,,14/04/2026 14:01:28
998,QNARp,,,MADRE,Tiene,Tiene,Tiene,740.27,240,2017-09,Tiene,MASCULINO,,14/04/2026 14:01:28
999,dwOWa,,,MADRE,Tiene,Tiene,Tiene,1000,800,2017-10,Tiene,MASCULINO,,14/04/2026 14:01:28
1000,Mwo3L,,,MADRE,No Tiene,No tiene,No Tiene,450,,2021-03,No Tiene,MASCULINO,,14/04/2026 14:01:28
801,ngWDA,,,MADRE,No Tiene,No tiene,No Tiene,0,,2024-08,Tiene,MASCULINO,,14/04/2026 14:01:28
802,MNZWL,,,MADRE,No Tiene,No tiene,No Tiene,0,,2024-09,Tiene,FEMENINO,,14/04/2026 14:01:28
803,GAloM,,,MADRE,No Tiene,No tiene,No Tiene,1000,,2021-03,No Tiene,FEMENINO,,14/04/2026 14:01:28
804,epago,,,MADRE,No Tiene,No tiene,No Tiene,0,,2022-08,Tiene,FEMENINO,,14/04/2026 14:01:28
805,0yrQm,,,MADRE,Tiene,Tiene,Tiene,0,0,2017-10,Tiene,MASCULINO,,14/04/2026 14:01:28
806,BpApg,,,MADRE,Tiene,Tiene,Tiene,2000,600,2017-10,Tiene,MASCULINO,,14/04/2026 14:01:28
807,N5oqq,,,MADRE,No Tiene,Tiene,Tiene,2200.00,1200.00,2019-09,Tiene,MASCULINO,,14/04/2026 14:01:28
808,L8OZk,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,1000,,2021-03,Tiene,FEMENINO,LIMA,14/04/2026 14:01:28
809,B8z50,,,MADRE,No Tiene,No tiene,No Tiene,7000,,2024-09,Tiene,FEMENINO,,14/04/2026 14:01:28
810,Xa0ve,,,MADRE,No Tiene,Tiene,-,1000,1600,2019-08,Tiene,FEMENINO,,14/04/2026 14:01:28
811,ln7WK,,,MADRE,No Tiene,No tiene,No Tiene,500,,2024-03,Tiene,MASCULINO,,14/04/2026 14:01:28
812,wwV0P,,,MADRE,No Tiene,No tiene,No Tiene,2200,,2022-04,Tiene,FEMENINO,,14/04/2026 14:01:28
813,3kZ28,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-01,No Tiene,MASCULINO,,14/04/2026 14:01:28
814,vBXRG,,,MADRE,Tiene,Tiene,Tiene,1400,2100,2017-09,Tiene,FEMENINO,,14/04/2026 14:01:28
815,kz75v,,,MADRE,No Tiene,No tiene,No Tiene,800,,2021-02,No Tiene,MASCULINO,,14/04/2026 14:01:28
816,2mg8g,,,MADRE,No Tiene,No tiene,No Tiene,4000,3800,2017-11,Tiene,MASCULINO,,14/04/2026 14:01:28
817,Xpjx8,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
818,LGRGD,,,MADRE,No Tiene,No tiene,No Tiene,2700,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
819,Ml7L7,2da. convocatoria,,MADRE,Tiene,Tiene,NINGUNO,1000.00,500.00,2017-01,Tiene,MASCULINO,AREQUIPA,14/04/2026 14:01:28
820,E2aeO,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,1500,450,2017-01,Tiene,FEMENINO,JESUS MARIA,14/04/2026 14:01:28
821,qxNev,,,MADRE,Tiene,Tiene,Tiene,0,800,2017-10,Tiene,FEMENINO,TARMA,14/04/2026 14:01:28
822,kMP53,,,MADRE,No Tiene,No tiene,No Tiene,2400,,2022-04,Tiene,MASCULINO,,14/04/2026 14:01:28
823,81Mjp,,,MADRE,Tiene,Tiene,Tiene,2306,2300,2017-10,Tiene,FEMENINO,TRUJILLO,14/04/2026 14:01:28
824,EVRNa,,,MADRE,No Tiene,No tiene,No Tiene,0,,2022-04,Tiene,FEMENINO,,14/04/2026 14:01:28
825,aDO8D,,,MADRE,Tiene,Tiene,Tiene,1380,0,2017-10,Tiene,MASCULINO,,14/04/2026 14:01:28
826,MZWL8,,,MADRE,No Tiene,No tiene,No Tiene,1200,,2022-04,Tiene,MASCULINO,,14/04/2026 14:01:28
827,na7KZ,,,MADRE,Tiene,Tiene,No tiene,1000,500,2017-09,Tiene,MASCULINO,,14/04/2026 14:01:28
828,vBEge,,,MADRE,Tiene,Tiene,Tiene,0,0,2017-10,Tiene,MASCULINO,,14/04/2026 14:01:28
829,nyW5L,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-03,Tiene,MASCULINO,LIMA,14/04/2026 14:01:28
830,a6y8L,,,MADRE,No Tiene,No tiene,No Tiene,400,,2021-03,No Tiene,MASCULINO,,14/04/2026 14:01:28
831,p6m8l,,,MADRE,Tiene,Tiene,Tiene,3900,7300,2017-09,Tiene,FEMENINO,,14/04/2026 14:01:28
832,GxaeD,,,MADRE,No Tiene,No tiene,No Tiene,2480,,2024-09,Tiene,FEMENINO,,14/04/2026 14:01:28
833,na7KZ,2da. convocatoria,,MADRE,Tiene,Tiene,no tiene,1300,500,2017-09,Tiene,MASCULINO,,14/04/2026 14:01:28
834,xxANp,,,MADRE,No Tiene,No tiene,No Tiene,400.00,,2021-01,No Tiene,MASCULINO,,14/04/2026 14:01:28
835,3g5m8,,,MADRE,No Tiene,No tiene,No Tiene,2800,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
836,lOwk7,,,MADRE,No Tiene,No tiene,No Tiene,850,,2022-04,Tiene,FEMENINO,,14/04/2026 14:01:28
837,8MdEQ,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-03,Tiene,FEMENINO,SAN MARTIN DE PORRES,14/04/2026 14:01:28
838,QDWGz,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,2980,,2021-03,Tiene,FEMENINO,JESUS MARIA,14/04/2026 14:01:28
839,Bpyg0,,,MADRE,No Tiene,No tiene,No Tiene,600,,2022-03,Tiene,MASCULINO,,14/04/2026 14:01:28
840,zB2zd,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-03,Tiene,MASCULINO,SAN JUAN DE MIRAFLORES,14/04/2026 14:01:28
841,eVp0a,,,MADRE,Tiene,Tiene,Tiene,850,850,2017-09,Tiene,MASCULINO,,14/04/2026 14:01:28
842,Aem72,,,MADRE,No Tiene,No tiene,No Tiene,2400,,2022-04,Tiene,FEMENINO,,14/04/2026 14:01:28
843,8vPap,,,MADRE,No Tiene,No tiene,No Tiene,1750,,2022-04,Tiene,MASCULINO,,14/04/2026 14:01:28
844,023o8,,,MADRE,No Tiene,No tiene,No Tiene,950,,2024-03,Tiene,MASCULINO,,14/04/2026 14:01:28
845,wgWwx,2da. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-08,Tiene,MASCULINO,,14/04/2026 14:01:28
846,naBxN,2da. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2022-04,Tiene,FEMENINO,LOS OLIVOS,14/04/2026 14:01:28
847,Bn331,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,1000,2017-01,Tiene,MASCULINO,QUIRUVILCA,14/04/2026 14:01:28
848,bpZAA,,,MADRE,No Tiene,No tiene,No Tiene,0,,2024-08,Tiene,MASCULINO,,14/04/2026 14:01:28
849,Kdbqa,,,MADRE,No Tiene,No tiene,No Tiene,1500,,2021-08,Tiene,MASCULINO,,14/04/2026 14:01:28
850,gVe6Q,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-03,No Tiene,FEMENINO,,14/04/2026 14:01:28
851,jyl8K,,,MADRE,No Tiene,No tiene,No Tiene,0,,2022-04,Tiene,FEMENINO,,14/04/2026 14:01:28
852,znn1d,,,MADRE,No Tiene,No tiene,No Tiene,1200,,2021-05,No Tiene,FEMENINO,,14/04/2026 14:01:28
853,jaeRR,,,MADRE,No Tiene,No tiene,No Tiene,0 ,,2022-10,Tiene,FEMENINO,,14/04/2026 14:01:28
854,VDLvm,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,1000,1000,2016-11,Tiene,MASCULINO,,14/04/2026 14:01:28
855,A7dB1,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,200,2016-11,Tiene,MASCULINO,,14/04/2026 14:01:28
856,peja1,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,2000,1000,2015-11,Tiene,MASCULINO,CALANA,14/04/2026 14:01:28
857,RlAxP,,,MADRE,No Tiene,No tiene,No Tiene,3500,,2021-02,No Tiene,MASCULINO,,14/04/2026 14:01:28
858,NdQMj,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1200,700,2016-10,Tiene,MASCULINO,HUALLA,14/04/2026 14:01:28
859,zeaqE,1era. convocatoria,,MADRE,Tiene,Tiene,PROTISA.COM.PE,850,830,2016-10,Tiene,MASCULINO,CHUPACA,14/04/2026 14:01:28
860,xWpO0,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-10,Tiene,MASCULINO,LINCE,14/04/2026 14:01:28
861,RDPL8,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-10,Tiene,MASCULINO,LIMA,14/04/2026 14:01:28
862,6M2zE,2da. convocatoria,,MADRE,Tiene,No tiene,Tiene,332.67,200,2016-08,Tiene,FEMENINO,LA VICTORIA,14/04/2026 14:01:28
863,NdWME,1era. convocatoria,,MADRE,Tiene,Tiene,no tiene,400.00,400.00,2016-08,Tiene,MASCULINO,PILCOMAYO,14/04/2026 14:01:28
864,RDbvL,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-08,Tiene,MASCULINO,EL AGUSTINO,14/04/2026 14:01:28
865,0Kg7m,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,800,200,2016-06,Tiene,MASCULINO,CHORRILLOS,14/04/2026 14:01:28
866,yRlzo,,,MADRE,No Tiene,No tiene,No Tiene,0.00,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
867,O3ABg,,,MADRE,No Tiene,No tiene,No Tiene,930,,2021-02,No Tiene,MASCULINO,,14/04/2026 14:01:28
868,PDP2E,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,3440,,2020-02,Tiene,FEMENINO,LIMA,14/04/2026 14:01:28
869,vn6Me,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2022-04,Tiene,MASCULINO,LOS OLIVOS,14/04/2026 14:01:28
870,88vnE,,,MADRE,No Tiene,No tiene,No Tiene,1900,,2020-02,Tiene,MASCULINO,,14/04/2026 14:01:28
871,wgKrK,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,1745,1267,2016-08,Tiene,MASCULINO,MOCHE,14/04/2026 14:01:28
872,7jB2y,,,MADRE,No Tiene,No tiene,No Tiene,1200,,2020-02,Tiene,MASCULINO,,14/04/2026 14:01:28
873,bwGdZ,,,MADRE,No Tiene,No tiene,No Tiene,450,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
874,bAmla,1era. convocatoria,,MADRE,No Tiene,No tiene,NO APLICA,125,125,2016-02,Tiene,MASCULINO,SANTIAGO DE CAO,14/04/2026 14:01:28
875,rnQBB,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,0,00,2016-02,Tiene,MASCULINO,PAIJAN,14/04/2026 14:01:28
876,vnedz,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,300,800,2016-02,Tiene,MASCULINO,YONAN,14/04/2026 14:01:28
877,Aljx1,1era. convocatoria,,MADRE,No Tiene,Tiene,NO TIENE,1800,1000,2016-02,Tiene,MASCULINO,PARCOY,14/04/2026 14:01:28
878,vLeva,1era. convocatoria,,MADRE,No Tiene,Tiene,NO,300,300,2016-02,Tiene,MASCULINO,TRUJILLO,14/04/2026 14:01:28
879,1WGmm,1era. convocatoria,,MADRE,No Tiene,Tiene,NO,400,370,2016-02,Tiene,FEMENINO,CALLERIA,14/04/2026 14:01:28
880,WZXoO,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,0,00,2016-02,Tiene,MASCULINO,EL PORVENIR,14/04/2026 14:01:28
881,MljDn,1era. convocatoria,,MADRE,No Tiene,Tiene,NO TIENE,1000,1000,2016-02,Tiene,FEMENINO,PUNCHANA,14/04/2026 14:01:28
882,58BjQ,1era. convocatoria,,MADRE,Tiene,Tiene,NO APLICA,1200.00,1440,2016-02,Tiene,MASCULINO,SAN PEDRO DE LLOC,14/04/2026 14:01:28
883,bN1Rv,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0,0,2016-02,Tiene,MASCULINO,CHINCHA ALTA,14/04/2026 14:01:28
884,bN1vR,1era. convocatoria,,MADRE,No Tiene,No tiene,NO APLICA,0,0,2016-02,Tiene,MASCULINO,COCHORCO,14/04/2026 14:01:28
885,8M0kL,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,650,150,2016-02,Tiene,FEMENINO,LIMA,14/04/2026 14:01:28
886,1WGo6,1era. convocatoria,,MADRE,Tiene,No tiene,NO APLICA,0,00,2016-02,Tiene,FEMENINO,CHICAMA,14/04/2026 14:01:28
887,WZXLW,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,800,800,2016-02,Tiene,FEMENINO,EL TAMBO,14/04/2026 14:01:28
888,RmVm8,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,800,470,2016-02,Tiene,MASCULINO,PACASMAYO,14/04/2026 14:01:28
889,rnDlr,1era. convocatoria,,MADRE,No Tiene,No tiene,NO APLICA,0,00,2016-02,Tiene,FEMENINO,SANAGORAN,14/04/2026 14:01:28
890,K8q7M,1era. convocatoria,,MADRE,Tiene,Tiene,NO,0,0,2016-02,Tiene,MASCULINO,TRUJILLO,14/04/2026 14:01:28
891,nyAW1,1era. convocatoria,,MADRE,No Tiene,Tiene,Tiene,0,0,2016-02,Tiene,MASCULINO,CARABAMBA,14/04/2026 14:01:28
892,MlDQk,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,0.00,0.00,2016-02,Tiene,MASCULINO,PACASMAYO,14/04/2026 14:01:28
893,WZ6GO,1era. convocatoria,,MADRE,No Tiene,No tiene,NO APLICA,1100,1000,2016-02,Tiene,MASCULINO,SULLANA,14/04/2026 14:01:28
894,zVrmM,1era. convocatoria,,MADRE,No Tiene,Tiene,000000,950,400,2016-02,Tiene,MASCULINO,LA ESPERANZA,14/04/2026 14:01:28
895,BnLeL,1era. convocatoria,,MADRE,No Tiene,Tiene,NO APLICA,0.00,0.00,2016-02,Tiene,MASCULINO,CHAO,14/04/2026 14:01:28
896,aargP,1era. convocatoria,,MADRE,Tiene,Tiene,no tiene,0,0,2016-02,Tiene,MASCULINO,TRUJILLO,14/04/2026 14:01:28
897,xWpO0,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,750,750,2016-01,Tiene,MASCULINO,LINCE,14/04/2026 14:01:28
898,yEoKG,1era. convocatoria,,MADRE,Tiene,Tiene,Tiene,1000,300,2016-02,Tiene,FEMENINO,PUEBLO LIBRE,14/04/2026 14:01:28
899,Mljz5,1era. convocatoria,,MADRE,Tiene,Tiene,NO APLICA,0,0,2016-02,Tiene,MASCULINO,TRUJILLO,14/04/2026 14:01:28
900,3xGOx,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,1680,,2020-09,Tiene,MASCULINO,MIRAFLORES,14/04/2026 14:01:28
1001,58LrQ,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,2000,,2021-03,Tiene,MASCULINO,,14/04/2026 14:01:28
1002,javKd,,,MADRE,Tiene,Tiene,Tiene,5400,5400,2019-08,Tiene,FEMENINO,,14/04/2026 14:01:28
1003,M3BVn,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-03,No Tiene,FEMENINO,SAN JUAN DE LURIGANCHO,14/04/2026 14:01:28
1004,K23ok,,,MADRE,No Tiene,No tiene,No Tiene,930,,2021-02,No Tiene,FEMENINO,,14/04/2026 14:01:28
1005,R25yn,,,MADRE,No Tiene,No tiene,No Tiene,700,,2021-04,No Tiene,FEMENINO,,14/04/2026 14:01:28
1006,oy7qj,,,MADRE,Tiene,Tiene,Tiene,750,750,2019-08,Tiene,FEMENINO,,14/04/2026 14:01:28
1007,O18nq,2da. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,0,,2020-09,Tiene,MASCULINO,JESUS MARIA,14/04/2026 14:01:28
1008,QNA2p,,,MADRE,No Tiene,No tiene,No Tiene,0,,2021-03,Tiene,MASCULINO,,14/04/2026 14:01:28
1009,jjn2k,,,MADRE,No Tiene,No tiene,No Tiene,800,,2020-02,Tiene,FEMENINO,,14/04/2026 14:01:28
1010,yEyGV,1era. convocatoria,,MADRE,No Tiene,No tiene,No Tiene,2200,,2020-02,Tiene,FEMENINO,SANTA ANITA,14/04/2026 14:01:28
1011,2NWvk,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,1500,100,2016-06,Tiene,,,14/04/2026 14:01:28
1012,r0RxX,2da. convocatoria,,MADRE,Tiene,Tiene,Tiene,1816.12,1400,2016-08,Tiene,MASCULINO,JESUS MARIA,14/04/2026 14:01:28
1013,DWaO7,2da. convocatoria,,MADRE,Tiene,No tiene,Tiene,0,0,2016-08,Tiene,MASCULINO,PUEBLO LIBRE,14/04/2026 14:01:28
